FileName,Label,FileContent
InstructorCourseArchiveActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'archiv', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseDeleteActionTest.java,Test Driver,"['util', 'list', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'cours', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'delet', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseDetailsPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'ajax', 'result', 'teammat', 'ui', 'control', 'instructor', 'cours', 'detail', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'cours', 'detail', 'page', 'data', 'teammates', 'test', 'cases', 'action']"
InstructorCourseEditPageActionTest.java,Test Driver,"['util', 'list', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'cours', 'logic', 'teammat', 'logic', 'core', 'instructor', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'edit', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'cours', 'edit', 'page', 'data', 'teammat', 'ui', 'templat', 'cours', 'edit', 'instructor', 'panel', 'teammates', 'test', 'cases', 'action']"
InstructorCourseEditSaveActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'logic', 'core', 'cours', 'logic', 'teammat', 'ui', 'control', 'instructor', 'cours', 'edit', 'save', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseEnrollPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'enrol', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'cours', 'enrol', 'page', 'data', 'teammates', 'test', 'cases', 'action']"
InstructorCourseEnrollSaveActionTest.java,Test Driver,"['util', 'list', 'util', 'map', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'student', 'attribut', 'factori', 'teammat', 'common', 'datatransf', 'student', 'updat', 'statu', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'const', 'param', 'name', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'common', 'util', 'task', 'wrapper', 'teammat', 'logic', 'core', 'cours', 'logic', 'teammat', 'logic', 'core', 'student', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'enrol', 'save', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'cours', 'enrol', 'page', 'data', 'teammat', 'ui', 'pagedata', 'instructor', 'cours', 'enrol', 'result', 'page', 'data', 'teammat', 'ui', 'templat', 'enrol', 'result', 'panel', 'teammates', 'test', 'cases', 'action']"
InstructorCourseInstructorAddActionTest.java,Test Driver,"['util', 'map', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'const', 'param', 'name', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'task', 'wrapper', 'teammat', 'logic', 'core', 'instructor', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'instructor', 'add', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseInstructorDeleteActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'instructor', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'instructor', 'delet', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseInstructorEditSaveActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'null', 'post', 'paramet', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'logic', 'core', 'cours', 'logic', 'teammat', 'logic', 'core', 'instructor', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'instructor', 'edit', 'save', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseJoinActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'account', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'string', 'helper', 'teammat', 'common', 'util', 'url', 'teammat', 'logic', 'core', 'account', 'logic', 'teammat', 'logic', 'core', 'instructor', 'logic', 'teammat', 'storag', 'api', 'instructor', 'db', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'join', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseJoinAuthenticatedActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'account', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'string', 'helper', 'teammat', 'logic', 'core', 'account', 'logic', 'teammat', 'logic', 'core', 'instructor', 'logic', 'teammat', 'storag', 'api', 'instructor', 'db', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'join', 'authent', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseRemindActionTest.java,Test Driver,"['util', 'list', 'util', 'map', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'except', 'entiti', 'not', 'found', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'const', 'param', 'name', 'teammat', 'common', 'util', 'string', 'helper', 'teammat', 'common', 'util', 'task', 'wrapper', 'teammat', 'logic', 'core', 'student', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'remind', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCoursesPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'cours', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'cours', 'page', 'data', 'teammates', 'test', 'cases', 'action']"
InstructorCourseStudentDeleteActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'student', 'delet', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseStudentDeleteAllActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'student', 'delet', 'all', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseStudentDetailsEditPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'student', 'detail', 'edit', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'cours', 'student', 'detail', 'edit', 'page', 'data', 'teammates', 'test', 'cases', 'action']"
InstructorCourseStudentDetailsEditSaveActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'except', 'null', 'post', 'paramet', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'email', 'type', 'teammat', 'common', 'util', 'email', 'wrapper', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'url', 'teammat', 'logic', 'core', 'account', 'logic', 'teammat', 'logic', 'core', 'cours', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'test', 'driver', 'string', 'helper', 'extens', 'teammat', 'ui', 'control', 'instructor', 'cours', 'student', 'detail', 'edit', 'save', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorCourseStudentDetailsPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'cours', 'student', 'detail', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'cours', 'student', 'detail', 'page', 'data', 'teammates', 'test', 'cases', 'action']"
InstructorCourseStudentListDownloadActionTest.java,Test Driver,"['org', 'apach', 'common', 'lang', 'string', 'util', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'student', 'logic', 'teammat', 'ui', 'control', 'file', 'download', 'result', 'teammat', 'ui', 'control', 'instructor', 'cours', 'student', 'list', 'download', 'action', 'teammates', 'test', 'cases', 'action']"
InstructorEditInstructorFeedbackPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'entiti', 'not', 'found', 'except', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'edit', 'instructor', 'feedback', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorEditInstructorFeedbackSaveActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'null', 'post', 'paramet', 'except', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'storag', 'api', 'feedback', 'question', 'db', 'teammat', 'storag', 'api', 'feedback', 'respons', 'db', 'teammat', 'ui', 'control', 'instructor', 'edit', 'instructor', 'feedback', 'save', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorEditStudentFeedbackPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'except', 'entiti', 'not', 'found', 'except', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'edit', 'student', 'feedback', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorEditStudentFeedbackSaveActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'null', 'post', 'paramet', 'except', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'storag', 'api', 'feedback', 'question', 'db', 'teammat', 'storag', 'api', 'feedback', 'respons', 'db', 'teammat', 'ui', 'control', 'instructor', 'edit', 'student', 'feedback', 'save', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackAddActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'null', 'post', 'paramet', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'feedback', 'session', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'test', 'driver', 'string', 'helper', 'extens', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'add', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackCopyActionTest.java,Test Driver,"['org', 'testng', 'annot', 'befor', 'method', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'config', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'copi', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackDeleteActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'feedback', 'session', 'logic', 'teammat', 'storag', 'api', 'feedback', 'session', 'db', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'delet', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackEditCopyActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'ajax', 'result', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'edit', 'copi', 'action', 'teammat', 'ui', 'pagedata', 'instructor', 'feedback', 'edit', 'copi', 'data', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackEditCopyPageActionTest.java,Test Driver,"['util', 'array', 'list', 'util', 'list', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'edit', 'copi', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'feedback', 'edit', 'copi', 'page', 'data', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackEditPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'edit', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackEditSaveActionTest.java,Test Driver,"['org', 'apach', 'common', 'lang', 'array', 'util', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'ajax', 'result', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'edit', 'save', 'action', 'teammat', 'ui', 'pagedata', 'instructor', 'feedback', 'edit', 'page', 'data', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackPreviewAsInstructorActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'entiti', 'not', 'found', 'except', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'preview', 'as', 'instructor', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackPreviewAsStudentActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'except', 'entiti', 'not', 'found', 'except', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'preview', 'as', 'student', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackPublishActionTest.java,Test Driver,"['util', 'date', 'util', 'map', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'except', 'null', 'post', 'paramet', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'const', 'param', 'name', 'teammat', 'common', 'util', 'task', 'wrapper', 'teammat', 'common', 'util', 'time', 'helper', 'teammat', 'storag', 'api', 'feedback', 'session', 'db', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'publish', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackQuestionAddActionTest.java,Test Driver,"['util', 'array', 'org', 'testng', 'annot', 'after', 'class', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'feedback', 'particip', 'type', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'logic', 'core', 'feedback', 'session', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'question', 'add', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackQuestionCopyActionTest.java,Test Driver,"['org', 'testng', 'annot', 'befor', 'method', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'feedback', 'question', 'logic', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'question', 'copi', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackQuestionCopyPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'except', 'unauthor', 'access', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'question', 'copi', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackQuestionEditActionTest.java,Test Driver,"['util', 'array', 'list', 'util', 'list', 'org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'data', 'bundl', 'teammat', 'common', 'datatransf', 'feedback', 'particip', 'type', 'teammat', 'common', 'datatransf', 'feedback', 'session', 'detail', 'bundl', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'constant', 'sum', 'question', 'detail', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'contribut', 'question', 'detail', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'mcq', 'question', 'detail', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'msq', 'question', 'detail', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'numer', 'scale', 'question', 'detail', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'rubric', 'question', 'detail', 'teammat', 'common', 'except', 'null', 'post', 'paramet', 'except', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'string', 'helper', 'teammat', 'logic', 'core', 'feedback', 'question', 'logic', 'teammat', 'logic', 'core', 'feedback', 'session', 'logic', 'teammat', 'storag', 'api', 'feedback', 'respons', 'db', 'teammat', 'test', 'driver', 'assert', 'helper', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'question', 'edit', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackQuestionVisibilityMessageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'feedback', 'particip', 'type', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'logic', 'core', 'feedback', 'question', 'logic', 'teammat', 'ui', 'control', 'ajax', 'result', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'question', 'visibl', 'messag', 'action', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackRemindActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'const', 'task', 'queue', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'remind', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackRemindParticularStudentsActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'const', 'task', 'queue', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'remind', 'particular', 'student', 'action', 'teammat', 'ui', 'control', 'redirect', 'result', 'teammates', 'test', 'cases', 'action']"
InstructorFeedbackRemindParticularStudentsPageActionTest.java,Test Driver,"['org', 'testng', 'annot', 'test', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'util', 'const', 'teammat', 'ui', 'control', 'instructor', 'feedback', 'remind', 'particular', 'student', 'page', 'action', 'teammat', 'ui', 'control', 'show', 'page', 'result', 'teammat', 'ui', 'pagedata', 'instructor', 'feedback', 'remind', 'particular', 'student', 'page', 'data', 'teammates', 'test', 'cases', 'action']"
